"title","company","location","salary","work_type","date_posted","description","link"
"Data Scientist","TheHiveCareers","Dallas, TX","N/A","See Description","2026-03-27","Position Details:  Industry: Information Technology Position: Data Scientist Duration: 12 Months of Contract (Renewable) Location:  Dallas, TX (Onsite) Skills Required: Minimum of ten (10) years of data experience in any combination of the following: Working with data warehouses and/or big data sets Working with database management systems Implementing data models, universes and data warehouses.  Working with IT healthcare database support. Developing, executing, and tuning Structured Query Language (SQL) queries Data visualization, dash boarding, and business intelligence development. SAP HANA, Oracle, MS SQL and/or Hadoop administration Prefer previous experience within a clinical unit of a healthcare organization.
         
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/data-scientist-at-thehivecareers-4391213685?position=38&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=9Ny%2FhuRp2bV%2BttIIzanaaA%3D%3D"
"Principal, Machine Learning Scientist","Cotality","Irving, TX","N/A","See Description","2026-03-20","At Cotality, we are driven by a single mission—to make the property industry faster, smarter, and more people-centric. Cotality is the trusted source for property intelligence, with unmatched precision, depth, breadth, and insights across the entire ecosystem. Our talented team of 5,000 employees globally uses our network, scale, connectivity and technology to drive the largest asset class in the world. Join us as we work toward our vision of fueling a thriving global property ecosystem and a more resilient society. Cotality is committed to cultivating a diverse and inclusive work culture that inspires innovation and bold thinking; it's a place where you can collaborate, feel valued, develop skills and directly impact the real estate economy. We know our people are our greatest asset. At Cotality, you can be yourself, lift people up and make an impact. By putting clients first and continuously innovating, we're working together to set the pace for unlocking new possibilities that better serve the property industry. Job Description Design, develop, and deliver solutions that will enhance and add value to new and existing data assets for broad industry application and aligned with business and market requirements. Develop algorithmic and rule-based models and analytic capabilities based on rules engine, machine learning, mathematical modeling, pattern recognition, and data mining techniques. Performs data analysis, feature engineering and model development using a variety of analytic techniques, tools, and programming languages to provide business insights and analytic products. Job Duties Create data derivation and linkage through algorithm and/or data rules. Create and select predictive features from raw data.  Create model reports for stakeholder review and model documentation.  Perform pattern recognition model creation and training using various types of algorithms and machine learning modeling techniques for unknown or less well-defined – an unknown problem, solve new problems (e.g., clustering, logistic regression, deep learning, support vector machines, boosting trees, supervised and unsupervised models). Develop analytics using Python, PySpark and other big data tools such as AutoML, BigQuery(BQ), BQML, DataPrep and Jupyter Notebook. Develop analytics solutions using traditional database technology such as SQL and big data technology such as Hadoop, MongoDB, Cassandra, Redis, PostgreSQL and Neo4j, NoSQL databases. Perform complex data analysis on large volumes of property and consumer data and present model performance to stakeholders.  Provide data science and analytic support for the Enterprise Data Solutions Group (EDSG) and interact with other EDSG teams as well as other business units.  QA and analyze large amounts of data to create appropriate data sets for model building.  Prepare and maintain programs and documentation for analytic models. Conduct defined quantitative and qualitative research projects independently and communicates research results to internal and external stakeholders. Act as a consultant to EDSG’s data management and data technology teams. Lead and provide technical leadership on data science project with other data scientists, data engineers, and data analysts. Job Qualifications Master’s or higher in artificial intelligence, data science, computer science, math, statistics or engineering field, or equivalent work experience. Ability to thrive in a team environment and adapt to quickly changing priorities. 10+ years of directly related experience. Strong problem solving and analytical ability. Strong communication skills. Ability to quickly and efficiently adapt to new concepts.  Demonstrated knowledge of statistical techniques. Data mining/data analysis experience. Strong working knowledge in multiple analytic development tools, statistical tools, programming languages, and big data tools. Working knowledge in cloud platform (e.g. AWS, GCP), cloud-based sandbox environment and analytics sandbox and libraries. Ability to work collaborative with cross-function teams and business units. Demonstrated general business acumen; experience working in a real estate and mortgage related data industry a plus. Ability to lead small team in technical projects. Patents and publications in data science field a plus Annual Pay Range 135,300 - 185,000 USD Application Window This opportunity is expected to remain posted through the date identified below, subject to business needs. 2026-03-31 Thrive with Cotality At Cotality, we offer more than just a job, we provide a benefits experience designed to support your whole self. From a flexible working model to competitive time off and standout health coverage with meaningful perks and growth opportunities, our package is built to help you thrive at work and in life. Highlights, Depending On Role Classification, Include Time off: Generous PTO and 11 paid holidays, plus well-being and volunteer time off. Family Support: Up to 16 weeks of fully paid parental leave and a baby stipend. Health: Multiple medical plan options with mental health and wellness support offerings. Retirement: 401(k) with company match and vesting after one year. Financial Perks: $400 annual well-being stipend and tuition assistance up to $5,250. Extras: Recognition Rewards, Referral bonuses, exclusive discounts and more! Please note, Qualifications, locations and experience of the individual ultimately selected for the position may impact the final actual offered compensation, which may vary from the posted range Cotality is an Equal Opportunity employer committed to attracting and retaining the best-qualified people available, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability or status as a veteran of the Armed Forces, or any other basis protected by federal, state or local law. Cotality maintains a Drug-Free Workplace. Cotality is fully committed to a work environment that embraces everyone’s unique contributions, experiences and values. We offer an empowered work environment that encourages creativity, initiative and professional growth and provides a competitive salary and benefits package. We are better together when we support and recognize our differences. Privacy Policy Global Applicant Privacy Policy By providing your telephone number, you agree to receive automated (SMS) text messages at that number from Cotality regarding all matters related to your application and, if you are hired, your employment and company business. Message & data rates may apply.  You can opt out at any time by responding STOP or UNSUBSCRIBING and will automatically be opted out company-wide. Connect with us on social media! Click on the quicklinks below to find out more about our company and associates 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/principal-machine-learning-scientist-at-cotality-4378026947?position=39&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=x%2Bjxh4y9GJQWRS3YxBPODg%3D%3D"
"Machine Learning Engineer – Remote","YO IT Consulting","Dallas, TX","N/A","See Description","2026-03-31","Job Title:  AI/ML Engineer Job Type:  Full-Time Job Summary Join our team as a AI/ML Engineer and play a pivotal role in driving mission-critical government initiatives while also contributing to proprietary AI infrastructure, you’ll harness advanced large language models (LLMs), retrieval-augmented generation (RAG), and multi-agent orchestration to deliver secure, scalable, and impactful machine learning systems. You’ll work closely with cross-functional experts, leveraging frontier AI platforms and the latest in agentic AI tooling. Key Responsibilities Design, implement, and optimize AI/ML models particularly leveraging LLMs, RAG, and prompt engineering for production grade applications. Develop and orchestrate multi-agent systems using frameworks such as LangGraph and LangChain. Integrate and deploy solutions on secure cloud environments, including AWS GovCloud, Google GovCloud, Azure IL5+, Vertex AI, and AWS Bedrock. Build robust data pipelines, manage ETL processes, and develop metadata catalogs and ontologies to ensure high-quality data for AI training and inference. Create and maintain REST APIs and SDK integrations to facilitate seamless data and model interactions. Collaborate with product, security, and engineering teams to ensure best-in-class delivery, following secure coding and DevOps best practices (CI/CD). Document technical decisions and communicate complex concepts clearly to both technical and non-technical stakeholders. Required Skills And Qualifications Proficiency in Python for AI/ML development, including experience with REST APIs and SDK integration. Hands-on experience with LLMs, RAG systems, and prompt engineering in production environments. Familiarity with multi-agent orchestration, tool use, and frameworks like LangGraph and LangChain. Deep understanding of cloud AI services (AWS GovCloud, Google GovCloud, Azure IL5+, Vertex AI, AWS Bedrock). Background in building and maintaining data pipelines, ontologies, metadata catalogs, and ETL processes. Strong grasp of secure coding and modern DevOps practices (CI/CD pipelines). Exceptional written and verbal communication skills for effective collaboration and documentation. Preferred Qualifications Experience with AI/agentic platforms, such as Anthropic for Gov, OpenAI Enterprise, Gemini Enterprise, or Grok Enterprise. Knowledge of metadata catalog platforms (MCP) and advanced API development techniques. Prior exposure to government or highly regulated cloud environments and compliance standards. 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/machine-learning-engineer-%E2%80%93-remote-at-yo-it-consulting-4392144736?position=40&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=T%2BPY9bX6R2YTx4oMw8CGoA%3D%3D"
"Machine Learning Engineer","NeerInfo Solutions","Richardson, TX","N/A","See Description","2026-04-07","Job Title: ML Engineer - Computer Vision Location: Richardson, TX (Onsite) Job type: full-time   Job Description Infosys is seeking a  ML Engineer with expertise in Computer Vision, Edge AI deployment, GCP cloud services, and retail domain workflows.  Candidate will be responsible for designing scalable ML pipelines, optimizing CV models for edge devices, and operationalizing AI solutions in production environments using MLOPS framework for Model Management. Candidate will work with clients to understand the issues they face, diagnose problems, design solutions and facilitate solution deployment on GCP cloud.    Required Qualifications: Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education At least 4 years of experience in Information Technology Strong hands-on experience with  MLOps , model deployment, CI/CD, and monitoring. Proficiency in  Computer Vision frameworks : OpenCV, TensorFlow, PyTorch, ONNX, YOLO, etc Experience deploying  AI models on edge devices , Deepstream, Nvidia Services Advanced Python development skills with experience in designing scalable ml systems, automations, sdk, multiprocessing etc Hands-on with  containerization ,  model optimization , and  hardware acceleration Solid understanding of  data pipelines ,  feature stores , and  ML model lifecycle Implementation of MLOps tools like  Grafana, Prometheus, Poetry, Snyk  and others Preferred Qualifications: Experience with  GCP cloud services  and Kubernetes   Experienced in Agile way of working, manage team effort and track through JIRA Certifications in GCP, MLOps and Computer vision Technology High Impact client communication Domain experience with Retail Clients Strong problem-solving skills and ability to evaluate multiple solution paths Excellent communication and stakeholder management skills 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/machine-learning-engineer-at-neerinfo-solutions-4395366999?position=41&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=MnXlQDrIn0bAnstXeesWCQ%3D%3D"
"Data Scientist","VacationRenter","Dallas, TX","N/A","See Description","2026-04-08","About VacationRenter VacationRenter is a global travel platform that brings all types of accommodations into one place, making it easy for travelers to find the perfect stay. From private homes and beachfront villas to city apartments and hotels, VacationRenter offers one of the most extensive selections of properties worldwide and simplifies the entire search experience. Behind the scenes, VacationRenter’s technology analyzes millions of listings and billions of data points to surface the best options for every trip. Launched out of Wilbur Labs in 2018, VacationRenter quickly became one of the fastest growing travel startups ever, surpassing $1 billion in gross bookings in just two years. The company is led by a team of seasoned travel industry leaders. About This Role VacationRenter is seeking a hands-on, data-driven  Data Scientist  to support the next stage of growth. This role will own the Machine Learning models that drive our business from development to deployment. Key responsibilities include improving on sort and search models to help travelers find their perfect accommodation quickly and efficiently, refining predictive and classification models to estimate cancellations and financial outcomes, and developing new models to choose the perfect images and reviews to show to our customers. Your work will directly improve both customer experience and business performance. The ideal candidate combines top-notch model development and tuning skills with a startup mindset: pragmatic, ownership-driven, and excited to make a measurable impact. This is a strategic, execution-focused role for someone who can drive Machine Learning initiatives end-to-end and deliver results independently. Success in this role requires more than strong technical skills. Improved models and engineering must translate into better financial and customer outcomes, so strong business judgment is essential. Identifying the right problems to solve is just as important as the modeling itself. This role is positioned to have a direct and meaningful impact on the business. This role will report directly to the COO. This is a full-time hybrid position, based in Dallas. Roles And Responsibilities  Model Development: Design, develop, and implement machine learning models to drive VacationRenter’s sort and search functions, create classification models to predict reservation cancellations, and build predictive models to support pricing strategies   Data Analysis & Feature Engineering: Leverage your business acumen and deep understanding of travel shopping behaviors to identify, engineer, and prioritize the most impactful features that drive model performance   Production Deployment: Collaborate with engineering teams to deploy machine learning models into production, ensuring they perform reliably, scale effectively, and maintain high-quality results   Experimentation & A/B Testing: Design and run controlled experiments to measure and validate the effectiveness and impact of machine learning models   Reporting & Visualization: Develop clear and insightful reports and interactive dashboards to effectively communicate model findings and performance metrics to both technical and non-technical stakeholders   Research & Innovation: Continuously explore and apply the latest advancements in machine learning, AI, and data science to enhance our modeling capabilities and data infrastructure  Minimum Qualifications  5+ years of professional experience in a Data Scientist or Machine Learning Engineer role,   Expert-level proficiency in Python, including key machine learning libraries   Solid understanding of statistical modeling, experimental design, and data mining techniques,   Demonstrated experience owning the full modeling lifecycle, including ETL, data cleansing, feature engineering, model development, deployment, and ongoing maintenance   Experience with SQL and working with large datasets in a cloud environment, particularly GCP, but demonstrated expertise in other platforms can suffice   Strong communication skills, with the ability to explain complex technical concepts to a diverse audience  Preferred Qualifications And Prior Experience  Experience developing machine learning models within a GCP environment   Familiarity with MLOps practices and tools for deployment, maintenance, and ongoing improvement of models   Experience in the Travel or Financial Services industry  Benefits & Perks  Competitive salary + equity   Top-tier laptop provided   100% company-paid health benefits for base plan coverage, with the option to upgrade to higher-tier plans   401(k) with company match   Unlimited, guilt-free vacation days   Annual wellness stipend (gym + other wellness activities)   Monthly house cleaning stipend   Annual travel allowance   Monthly cell phone & internet usage stipend   Charity donation company match   Employee referral bonus   Team offsites/activities!  We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.
         
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/data-scientist-at-vacationrenter-4396345825?position=42&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=z%2F47l9ween2FgZcCZMyOkA%3D%3D"
"Junior Rotational Analyst","Selby Jennings","Dallas, TX","N/A","See Description","2026-03-18","A leading multi‑strategy investment firm is seeking motivated early‑career Python developers to join a full‑time technical rotational program within its Dallas office.  This is a rare opportunity for junior technologists to gain exposure across multiple areas of a major investment organization - including front office, middle office, and back office teams - while working directly with engineers, quantitative researchers, and investment professionals. What This Program Offers The ability to rotate across several core technical and investment‑adjacent teams, helping you build a broad understanding of how technology drives decision‑making in a leading investment environment Hands‑on exposure to production systems, alternative data sets, analytics tooling, and trading‑related technology A chance to discover your strengths and long‑term interests in finance, data, or engineering before committing to a permanent seat Mentorship from senior engineers and the opportunity to work in a lean, high‑impact environment Placement into the team that best fits your skillset, preferences, and potential at the end of the rotation This is an ideal role for someone who is curious about the financial markets, passionate about Python development, and excited about building a long-term technical career inside an industry‑leading firm. Requirements 1-3 years of professional experience Strong Python programming skills STEM degree (Computer Science, Engineering, Mathematics, Physics, etc.) Experience or interest in finance, trading, or investment management is a significant plus Strong problem-solving ability and willingness to learn across multiple functional areas Compensation Competitive base salary Performance‑based bonus Comprehensive benefits + opportunity for long‑term growth 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/junior-rotational-analyst-at-selby-jennings-4387433716?position=43&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=585hQOApkIPDSnoO%2FmBh3Q%3D%3D"
"Application Engineer","The Ash Group","Dallas, TX","N/A","See Description","2026-04-07","***No 3rd Parties and no C2C. Green Card or US Citizens only*** Summary The Ash Group is hiring an Applications Engineer for our client, a global technology distributor connecting leading manufacturers of electronic components and computing solutions. This is a 12-month contract role in Dallas, TX (Onsite) offering a pay rate of $56 per hour W2 based on skill set. Role Details Compensation: $56/hr W2 Benefits: Medical, dental, vision, and direct primary care benefits. After six months of employment, enjoy a 4% matched 401(k) plan with immediate 100% vesting. Duration: 12-months Location: Dallas, TX (Onsite) What You’ll Be Doing Architect, develop, and maintain scalable AEM components following Adobe best practices and focusing on reusability. Lead AEM template, workflow, and dispatcher configurations, ensuring high availability and performance. Guide AEM Cloud implementations, ensuring alignment with Adobe’s evolving cloud-native capabilities. Collaborate with system administrators, DevOps, and security teams on deployments, optimizations, and system upgrades. Serve as a technical leader, providing mentorship to developers and ensuring adherence to AEM development standards. Troubleshoot complex authoring, performance, and integration issues across the AEM platform. What We’re Looking For 10+ years of overall experience in software development, with at least 8+ years of hands-on AEM experience. Must have a Bachelor’s Degree in Computer Science or similar Must have 8+ years of extensive experience in AEM core technologies (Apache Sling, OSGi, JCR/CRX, AEM Workflows, AEM Dispatcher). Expertise in AEM as a Cloud Service, including modern cloud deployment strategies. Strong experience with HTL (Sightly), Java, JavaScript, ReactJS, NextJS, and NodeJS. In-depth understanding of J2EE architecture and scalable web application design. Strong experience with SSR, caching strategies, and performance optimizations. Apply today to support the design, build, and optimize Adobe Experience Manager (AEM) solutions to power their customer-focused digital experience. #AEM #Sling #OSGi #Java #ReactJS #TechJobs 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/application-engineer-at-the-ash-group-4395444271?position=44&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=YIJOsROgt4YbGbxDnX1IyQ%3D%3D"
"Data Scientist","Tata Consultancy Services","Irving, TX","N/A","See Description","2026-03-22","Job Description Must Have Technical/Functional Skills Technical  Strong proficiency in Python / R (Pandas, NumPy, Scikit-learn, PySpark)  Experience with time-series data and event/alarm analytics,sliding winsows, inmemory DB  Knowledge of machine learning algorithms for classification, clustering, and anomaly detection  Experience with SQL, big data platforms (Spark, Hadoop),Kafka  Visualization tools: Tableau, Power BI, Grafana, or Python visualization libraries Domain  Understanding of Wireless Networks (2G/3G/4G/5G, RAN, Core)  Knowledge of IEN / IP / Ethernet networking concepts  Familiarity with network alarms, fault management, OSS/NMS systems Roles & Responsibilities Data Analysis & Insight Generation  Analyze large-scale wireless (RAN, Core) and IEN network alarm data from OSS/NMS systems  Identify patterns, trends, and recurring fault signatures across network domains  Develop KPIs and dashboards to track network health and fault trends Machine Learning & Modeling  Build models for:  Alarm correlation and noise reduction  Root cause analysis (RCA)  Anomaly detection  Predictive fault and failure forecasting  Apply supervised and unsupervised learning techniques (clustering, classification, time-series analysis) Data Engineering & Automation  Clean, normalize, and enrich alarm data from multiple sources  Integrate data from OSS, EMS, NMS, CMDB, and performance systems  Automate fault insight pipelines and model deployment Collaboration & Operations Support  Work closely with NOC, Network Engineering, and Reliability teams  Translate analytical findings into operational recommendations  Support proactive maintenance and incident prevention initiatives Visualization & Reporting  Create interactive dashboards and reports for real-time fault monitoring  Present insights clearly to technical and non-technical stakeholders Generic Managerial Skills  Strong analytical and problem-solving skills  Ability to communicate insights effectively  Experience working in cross-functional operational teams Salary Range: $120,000-$150,000 a year 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/data-scientist-at-tata-consultancy-services-4388622592?position=45&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=EwypEEJ6rhhUN5Tc2yRUuA%3D%3D"
"Applied Scientist","Rabot","Arlington, TX","N/A","See Description","2026-03-06","About Rabot Rabot builds vision AI for warehouse packing operations. Our systems observe physical processes through cameras, run inference on edge devices, and deliver real-time feedback to human operators. The technical surface spans computer vision, real-time embedded systems, cloud infrastructure, and human-facing software. We're venture-backed, deployed with paying customers, and partnered with major industry players. The engineering problems are real and the systems run in production, not in a lab. The problem Our product sits at the intersection of several hard systems: cameras and optics in uncontrolled environments, AI models running on constrained edge hardware, real-time data pipelines, cloud-scale analytics, and software interfaces for non-technical users. These systems interact in ways that are difficult to reason about without formal tools. We're looking for someone who can think about these systems at a level of abstraction above the code. Someone who sees architecture problems as problems in combinatorics or graph theory. Someone who models data flow the way a physicist models energy flow. Someone who can identify the fundamental constraints in a system, not just the implementation bottlenecks. AI tools have changed what's possible here. A person with deep theoretical training and strong AI fluency can now architect a system, validate it formally, and implement it, all without needing a team of specialists. We're hiring for that person. What you'd work on Analyze and redesign the abstractions across our technical stack. Internal tools, customer-facing software, edge systems, AI models. Find the unifying structures.  Model system behavior formally where it matters. Latency bounds, throughput limits, failure modes, scaling properties. Use the right mathematical framework for the problem.  Work across teams as the person who sees the whole system. Translate between the hardware engineer thinking about device constraints and the software engineer thinking about user experience.  Identify where AI models can replace heuristics or manual processes, both in the product and in how we build it.  Use AI tools as a core part of your workflow. For implementation, for exploration, for validation. We expect you to be fluent.  Ship. Theoretical elegance matters, but so does production code. You'll have AI tools to help bridge the gap, but the work has to reach customers.  Who you are You have deep training in abstract reasoning. Mathematics, theoretical physics, theoretical computer science, or a related discipline. PhD preferred, but what matters is the depth of thinking, not the credential.  You can formalize problems. When you see a messy engineering challenge, your instinct is to find the right abstraction, define the constraints precisely, and reason about the solution space before writing code.  You're AI-fluent. You use AI tools every day as thinking partners and implementation accelerators. You see them as what they are: tools that let one person with deep understanding do what used to require a team.  You can communicate with engineers. You don't just prove things; you explain them in ways that change how people build software.  You ship. You may not be the fastest coder on the team, but between your understanding and AI tools, your work reaches production.  You're drawn to hard problems in messy domains. Warehouses are not clean rooms. The interesting part is making rigorous systems work in uncontrolled environments.  Nice to have Experience with computer vision, perception systems, or signal processing.  Background in optimization, control theory, queueing theory, or information theory applied to real systems.  Familiarity with edge computing constraints: limited memory, power, compute.  Experience deploying AI/ML models in production (not just training them).  Publications or research output that demonstrates original technical thinking.  You've worked in industry before and understand the difference between a proof and a product.  What we offer Base salary plus equity. A real stake in the company.  Hard problems at the intersection of AI, physical systems, and software.  A small team where your thinking directly shapes the product and architecture.  Direct access to founders. The CEO holds a PhD in Electrical Engineering from UT Arlington, where his research proved stability of neural network-based real-time controllers using the Lyapunov method, analogous to classical proofs of Kalman filter stability. He speaks your language.  The problem domain has hard theoretical components drawing from topology, Lie algebra, control theory, and information theory. This is not a company where theoretical depth goes unappreciated.  AI tools and a culture that uses them seriously.  Comp We want someone who bets on themselves. If you're optimizing purely for guaranteed base, this probably isn't the right fit. If you want to apply deep technical thinking to a real product at a company where you own a meaningful piece of the outcome, this structure works. How to apply Send us two things: A piece of technical work you're proud of. A paper, a system you designed, a proof, a project. Something that shows how you think, not just what you built.  You observe a system where throughput degrades non-linearly as load increases, but no single component is saturated. What frameworks would you reach for to diagnose this? How would you formalize the problem? Keep it under a page.  Rabot is an equal opportunity employer. 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/applied-scientist-at-rabot-4382147783?position=46&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=r7J2sO5nw%2FexEdEO%2BfrSng%3D%3D"
"Data Scientist","Vizient, Inc","Irving, TX","N/A","See Description","2026-04-07","Summary Excited to grow your career? We value our talented employees and instill an environment where you feel engaged, satisfied and able to contribute your unique skills and talents while living and working as your authentic self. We provide extensive opportunities for personal and professional development, building employee competence and organizational capability to fuel exceptional performance through an inclusive environment both now and in the future. Our people make all the difference in our success. Summary: In this role, you will develop and deliver analytic solutions that support client decision-making and drive improvements in clinical, operational, and economic outcomes. You will analyze complex healthcare datasets, build scalable analytics products, and generate insights to address critical business questions. You will collaborate with cross-functional teams to design data-driven solutions and communicate findings to clinical and administrative audiences. You will focus on ambulatory and physician data to support product development and client evaluations. Responsibilities: Collaborate with product and development teams to deliver data analytics capabilities. Develop data science insights across single and multiple domains. Communicate analytical findings to clinical and administrative client audiences. Apply data assessment techniques including discovery, cleaning, validation, and enrichment. Build and implement machine learning and statistical models. Support data modeling, exploratory analysis, and visualization development. Utilize programming tools including Python, SAS, and SQL. Leverage data platforms such as Azure Databricks and Apache Spark. Troubleshoot and optimize complex datasets from multiple sources. Produce recurring reports and support analytics deliverables. Qualifications: Relevant degree preferred. 2 or more years of relevant experience required. Experience with Python, SAS, and SQL required. Experience working with healthcare data required. Experience with Tableau, Apache Spark, and Azure Databricks preferred. Knowledge of data modeling, statistical analysis, and machine learning techniques. Strong analytical and problem-solving skills. Effective written and verbal communication skills. Estimated Hiring Range: At Vizient, we consider skills, experience, and organizational needs in our compensation approach. Geographic factors may adjust the range estimate and hires typically fall below the top range. Compensation decisions are tailored to individual circumstances. The current salary range for this role is $77,400.00 to $135,400.00. This position is also incentive eligible. Vizient has a comprehensive benefits plan! Please view our benefits here: http://www.vizientinc.com/about-us/careers 
 
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/data-scientist-at-vizient-inc-4393887942?position=47&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=DoM7Dc5PywyRJC%2FR0OZ%2Byw%3D%3D"
"Data Scientist","Do it Best","Dallas, TX","N/A","See Description","2026-04-09","Location: Fort Wayne, IN Level: Entry to Mid-Level Division / Department: Information Technology / Data & Analytics Reports to: Divisional Manager, Enterprise Data Travel: Minimal About the Role: At Do it Best, we combine a cooperative mission with modern technology to serve thousands of member-owned locations. We’re building out our data science practice and looking for people who want to work at the intersection of advanced analytics, innovation, and business strategy. If you're excited by meaningful problems and motivated by measurable impact, you'll find this role both rewarding and energizing. As a data scientist, you’ll develop models, run experiments, and uncover patterns that guide strategic and operational decisions. You’ll work closely with analysts, engineers, and business stakeholders to frame problems, test hypotheses, and deliver solutions that create measurable value. In addition to contributing hands-on, you’ll help elevate the team’s technical capabilities by sharing best practices and shaping how we apply data science across the organization. Key Responsibilities: Collaborate with analytics team members and cross-functional partners to design and deliver impactful data-driven solutions. Apply statistical and machine learning techniques to solve real-world business problems, forecast outcomes, and guide decision-making. Conduct exploratory research to identify emerging opportunities where data science can create a competitive advantage. Design, prototype, and deploy AI/ML models to automate processes, improve performance, and drive measurable business impact. Translate complex technical findings into accessible insights through visualizations, presentations, and storytelling. Write internal research papers and white papers to document methods, share discoveries, and support data-informed strategic planning. Stay current with industry trends, tools, and academic research to continually improve our methodologies and capabilities. Education and Experience: Bachelor’s degree in a quantitative field such as Data Science, Computer Science, Statistics, Applied Mathematics, Operations Research, or Engineering; or equivalent combination of education and 4+ years of relevant, hands-on experience in data science or advanced analytics roles. Strong proficiency in Python for data analysis, modeling, and machine learning. Solid foundation in applied statistics, including hypothesis testing, regression, A/B testing, and time series analysis. Demonstrated experience designing and executing machine learning workflows, including feature engineering, model development, validation, deployment, and performance monitoring. Hands-on experience with experimentation frameworks, including causal inference methods and controlled testing, to support data-driven decision-making. Proven ability to gather business requirements and translate them into well-defined analytical or predictive modeling projects. Familiarity with other relevant languages and tools used in data science such as SQL, R, Scala/Spark, or Julia is a plus. Skills and Abilities: Strong problem-solving and critical thinking capabilities. Clear and concise communication skills, both verbal and written. A self-starter who thrives in collaborative environments. Familiarity with the software development lifecycle and Agile methodologies. What We Offer: Competitive insurance coverage (medical, dental, vision) Paid time off and paid holidays Profit sharing and bonus opportunities Retirement savings account and planning support Tuition and education reimbursement Health and wellness reimbursements Growth and career development opportunities About Do it Best: Based in Fort Wayne, IN, Do it Best is the only US-based, member-owned comprehensive and fully integrated hardware, lumber, and building materials buying cooperative in the home improvement industry. With annual sales of nearly $6 billion, Do it Best serves thousands of member-owned locations across the United States and in more than 60 other countries, and is now part of the Do it Best Group, the world’s largest independent home improvement co-op. For more information, visit doitbestonline.com and follow us on Facebook, Instagram, and LinkedIn.
         
 
 
        
            Show more
          

           
 
 
 
        
            Show less","https://www.linkedin.com/jobs/view/data-scientist-at-do-it-best-4355413295?position=48&pageNum=0&refId=OOnNTRIe5LYKh5aTY2hAWA%3D%3D&trackingId=%2FMK34xXyeIwEJiY1SYNoHQ%3D%3D"
