"title","company","location","salary","workType","description","link","source"
"Business Analyst","PTR Global","Dallas-Fort Worth Metroplex","N/A","N/A","The Business Analyst supports the business units by delivering reporting, system configuration, and analytical solutions that drive operational efficiency and informed decision-making. This role works closely with internal stakeholders to gather business requirements, translate needs into technical solutions, and support both existing and new insurance programs.The Business Analyst will contribute to projects of small to medium size with appropriate guidance and mentorship.Job Description:Support project management activities for internal systems and process improvementsAssist with data migration and data validation effortsGather, document, and refine business requirements from underwriting and operational teamsSupport management of software development efforts with third-party vendorsContribute to project planning, task tracking, and milestone coordinationParticipate in RFP processes for new software solutions as neededPerform underwriting, operational, and financial analysis using internal and external data sourcesDevelop and maintain SQL queries for reporting, data exports, and ad hoc analysisBuild intuitive reports and visualizations for business users and leadershipConfigure and administer systems for existing and new insurance programsSupport troubleshooting, testing, and user acceptance testing (UAT) activitiesCreate and maintain Standard Operating Procedures (SOPs) and Technical Specifications to ensure clarity, repeatability, and proper system documentationRequired Job Qualifications:1–2+ years of experience in a Business Analyst, Data Analyst, or similar analytical roleWorking knowledge of SQL for querying and reporting – 1+ yearExperience working with databases, Microsoft Excel, and reporting toolsAbility to gather and clearly document business requirementsPreferred Job Qualifications:Background in Finance, Mathematics, Computer Science, or a related fieldExperience in the insurance industryExposure to Salesforce or Insurance Management Systems (IMS)Exposure to Microsoft Azure ecosystem (e.g., Azure Logic Apps, Azure Data Factory, Power Apps)Experience with data visualization toolsExperience with Visual Basic for AppPay Range:$75,000–$85,000The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision and 401K contributions as well as any other PTO, sick leave, and other benefits mandated by appliable state or localities where you reside or work.","https://www.linkedin.com/jobs/view/business-analyst-at-ptr-global-4376816366?position=37&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=UZOcCYQSCB7BVyjJqMVH%2FA%3D%3D","LinkedIn"
"Sr Power BI Developer","AmeriTex Pipe & Products","Grapevine, TX","$100,000.00/yr - $100,000.00/yr","N/A","This role is responsible for designing, developing and maintaining business intelligence (BI) solutions and data analytics to support strategic decision-making for various business groups. The main responsibilities involves working closely with stakeholders to understand their data needs, creating insightful reports and dashboards, and ensuring data accuracy and integrity.ESSENTIAL DUTIES AND RESPONSIBILITIES include the following, but are not limited to:Collaborates with various departments to align business objectives, standardize reporting, improve efficiencies, and optimize performance, as well as designing and implementing reusable data models that can be used by automated reporting solutions, including Business Intelligence platforms, reports, or presentations.Extracts valuable insights and creates informative dashboards, reports, and presentations tailored for different levels of management by utilizing advanced data analysis tools and visualization software such as SQL, Power BI, Tableau.Responsible for gathering and organizing data from various sources, including both internal and external databases.Optimizes existing BI solutions for performance and scalability.Monitor key performance indicators (KPIs) and other essential business metrics to track progress and identify areas for improvement.Recommends, implements, maintains, supports, and improves business intelligence solutions, including designing, coding, testing, and deploying data marts, dashboards, and reports.Independently manages product issues such as defects, patches, and upgrades, including deployment, testing, and post-production validationDefines, guides and delivers medium-to-large business intelligence projects from beginning to endResponsible for testing business intelligence solutions, including creating test plans/cases/scripts and building test plansProvides operational support and incident management for assigned systems, including proactively updating internal clients and relevant parties on status changes and issues encounteredCreates and maintains accurate and up-to-date documentation for processes, procedures, and dashboard/report designsDevelops and delivers training about data marts and business intelligence including continuing education and initial training for end-usersIdentifies areas where business operations can be improved by leveraging their expertise in data analytics and process optimization.Any other duties assigned by the immediate supervisor or a senior member of the management team and considered a business necessity.QualificationsTo perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Education & ExperienceBachelor’s degree in data Analytics, Statistics, CS, BA, or related field.5+ years of Experience as a Business Intelligence Developer, BI Analyst, Data Analyst, or similar role.8+ years' experience with business intelligence methods including hands-on work with modern BI platforms such as Power BI and Microsoft Fabric5+ years' experience in Power BI including data modeling, transformations, measures & visualizations, and performance optimization3+ years' experience with Azure cloud services, particularly Azure Synapse Analytics, Azure Data Factory (ADF), and related componentsOther Skills RequiredSQL, Power BI/Tableau, Microsoft Fabric, Data AnalysisStrong working knowledge of SQL and relational databasesStrong experience with tabular/semantic model design for large-scale enterprise models using Analysis Services or Power BIExperience in creating technical specifications from the functional requirementsProficiency in data analysis tools and software for dashboard development (such as Power BI, SQL, Tableau, Excel) is essential.Strong analytical and problem-solving skills, along with excellent communication and presentation abilities, are crucial for success in this position. Attention to detail and high organizational skills are equally important.Analytical thinking, strategic planning, collaboration and teamwork, results-oriented mindset, adaptability to change.Familiarity with statistical testing, modeling, forecasting, and project management principles is beneficial.Knowledge of ERP systems and Precast manufacturing are advantageous.Mon-Fri 8am-5pm","https://www.linkedin.com/jobs/view/sr-power-bi-developer-at-ameritex-pipe-products-4393906541?position=38&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=1lLVaJBMT7bAuJap9r4i5A%3D%3D","LinkedIn"
"Lead Power BI Developer","Anblicks","Dallas, TX","N/A","N/A","Job Title: Power BI / Microsoft Fabric BI ArchitectLocation: Dallas, TXAbout the RoleSenior BI Architect to lead enterprise analytics engagements — owning end-to-end solution design, semantic modeling, governance, and client stakeholder relationships. You will be accountable for delivery quality, client satisfaction, and technical direction across engagements.Key ResponsibilitiesArchitect semantic models, star schemas, DAX frameworks, and composite models for enterprise Power BI solutionsDesign Microsoft Fabric workloads — Lakehouse, Warehouse, Dataflow Gen2, DirectLake connectivityBuild CI/CD pipelines using Azure DevOps (PBIP format) across Dev/QA/Prod tiersImplement RLS, OLS, and sensitivity label policies for complianceLead discovery workshops and serve as senior BI advisor to CDO/CTO-level stakeholdersMentor Power BI developers and own delivery milestones — zero-defect go-live and on-time delivery are the expected standardEvaluate and recommend emerging BI tooling including Power BI MCP server, Fabric Data Agent, and AI-assisted analytics workflowsQualificationsConsulting or professional services background strongly preferred — client-facing delivery experience is a key differentiator for this role6+ years in BI/analytics with a primary focus on Power BI; 3+ years architecting Power BI solutions at enterprise scaleDeep expertise in DAX, M query, calculation groups, field parameters, and composite modelsHands-on Microsoft Fabric experience (OneLake, Lakehouse, Data Warehouse)Experience managing Power BI Premium or Microsoft Fabric capacity (F-SKUs/P-SKUs), including performance tuning and capacity planning at scaleAzure DevOps CI/CD, XMLA endpoints, REST API automation, PBIP formatAzure data platform familiarity: ADF, Synapse, Azure SQL; Databricks and Snowflake a plusKnowledge of external tools — Tabular Editor, DAX Studio, ALM ToolkitKnowledge of other BI tools — Looker, Tableau, Sigma, etc.Familiarity with Power BI MCP server and AI-assisted analytics workflows (e.g., Claude integration, Fabric Data Agent) is a plusMicrosoft certifications preferred: DP-600, PL-300; SQLBI Mastering DAX/Tabular a plusThanks,CH. KumarExecutive II - TAE: Cheera.kumar@anblicks.com | www.anblicks.comYour Digital Transformation Partner","https://www.linkedin.com/jobs/view/lead-power-bi-developer-at-anblicks-4399419228?position=39&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=nEcGf3lhstr1hNhRz%2BN4rg%3D%3D","LinkedIn"
"Support Business Analyst","Analytic Partners","Dallas, TX","N/A","N/A","Analytic Partners is a global leader in commercial measurement and optimization, turning data into expertise for the world’s largest brands for almost 25 years.Our holistic approach to decisioning is powered by our industry-leading platform and team of experts, who help leaders make better decisions, faster – unlocking business growth and creating powerful customer connections.With clients in 50+ countries and global offices across New York City, Miami, Dallas, Dublin, London, Paris, Singapore, Shanghai, Munich, Sydney, Melbourne, Charlottesville and Denver, we’re growing fast. And we’re looking for top talent to join us in shaping the future of analytics.To learn more about what we do, visit analyticpartners.com – and see why we’re recognized as a Leader in the industry by independent research firms Forrester and Gartner.AP is looking for an experienced Business Analyst to work closely with the business and technology teams to bridge the gap between users and software. The Business Analyst will help support the product as well as understand, translate, and develop requirements for product enhancements. They will use tools such as JIRA to manage requests and requirements, develop delivery schedules, and communicate across broader teams.What we value in you:You’ve got positive energy and you’re passionate about working with data. You’re optimistic about the future of using data to make informed business decisions.You’re never tired of learning and are always looking for ways to grow personally and professionallyYou thrive in collaborative work environments . You’re both an active communicator and an eager listener - because let’s face it, you can’t have one without the other.You can pivot on the fly. Analytics is constantly changing, and we need to keep adapting and evolving that change too. What you worked on last month may not be what you work on today, and that excites you.You have a “can do” attitude. Our teams create high-quality work on quick timelines.Do you enjoy owning a problem and see it as an opportunity to innovate and challenge the status quo? We’re all about harnessing innovation and are constantly looking for ways to improveYou want to be part of a winning team. We’re stronger together, and you’re a person who embraces being pushed out of your comfort zone.What you’ll be doing:Be a subject matter expert – develop deep knowledge of our data, platform, and dependencies on other systems; act as a trusted adviser for our project teams and customers and turn business requirements into feature specifications; support our project teams and customers in the understanding and usage of existing featuresProvide data collection, prep, and validation related support to project teams and customersCollaborate with project teams, customers, Product Managers, and Engineers to analyze and help resolve process and product related issuesConduct research and analysis to understand business, process, and product challenges; make recommendations on how to resolve issuesGather and analyze data to better understand needs and tracking against OKRsWrite requirements, functional specifications, and other supporting documentation for new and updated features and functionalityTest new and updated features and functionality. Work closely with Engineers on feature and functionality development to ensure alignment to specsWork with QA Engineers to ensure successful planning of test strategy and test case executionWhat we look for in you:Bachelor’s or Master’s degree in STEM, Economics, or Statistics0-2 years of work experience as a Data Analyst or in a Product support roleKnowledge of SQL, relational databases, data cloud platforms, or ETL toolsKnowledge of Office 365Excellent written and verbal communication skillsStrong analytical and problem-solving skillsThe ability to influence stakeholders and work closely with them to determine acceptable solutionsExcellent multitasking and time management skill to manage stakeholders and to meet tight deadlinesNice to have: Experience with Jira and ConfluenceOur Company values and culture:Our differentiator is – Our People!  We hire the brightest talent and develop them into leaders. We foster a culture of PEOPLE, PASSION and GROWTH.People: We value our people, clients, and partnersPassion: We love what we doGrowth: Unlimited growth means unlimited potentialAP is a client-focused, team-oriented organization where innovation and results are rewarded, and individuals can chart the course of their own careers.As a woman-owned and led company, this has meant supporting a meritocracy where everyone has opportunities to achieve their best and ensure we foster an environment of diversity, equity, and inclusion. In practice this means we will not only work to recruit a diverse workforce, but also maximize the full potential of all of our people. You can read more about our commitment to DEI hereAdditionally, Analytic Partners participates in the E-Verify program in certain locations, as required by law.","https://www.linkedin.com/jobs/view/support-business-analyst-at-analytic-partners-4375580249?position=40&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=f5viMga3%2FFLEjEhx0fqX%2FQ%3D%3D","LinkedIn"
"Business Analyst","Sonida Senior Living","Dallas-Fort Worth Metroplex","N/A","N/A","About Sonida Senior LivingSonida Senior Living is one of the nation’s leading operators of independent living, assisted living and memory care communities for senior adults. The Company operates 96 communities that are home to nearly 12,000 residents across 20 states providing comfortable, safe, affordable communities where residents can form friendships, enjoy new experiences and receive personalized care from dedicated team members who treat them family.Job Description:The Business Analyst will assist in providing data and analytics related to business trends and variances by helping to develop and maintain reports and dashboards. This role will aid in the design, development, and adoption of business intelligence solutions within the business.*This is an onsite role at our Dallas, Texas office.Responsibilities:Develop and maintain reoccurring and ad-hoc daily/weekly reports, dashboard reports and management summariesAssist in defining and tracking performance metrics, developing scorecards, and driving improvement utilizing financial, resident, and staffing data.Present action-oriented data analysis to a variety of stakeholders and decision-makers.Create and maintain a variety of dashboards in Power BIValidate data obtained from various sources to confirm report data and information meets business needs and is accurateDevelop documentation and conduct training for the new members to our team or launch of new processes, reporting, dashboards or appsCommunicate effectively with Community and Dallas Support Center leadership and partners in accordance with the company's policies, procedures, guidelines, and common practices.Education and Experience:A minimum of 1-3 years’ experience in multi-site companyBachelor’s degree preferredFinancial analysis experience preferredSkill/ knowledge requirements:Proficiency in Microsoft Office Software with advanced Excel and PowerPoint skillsExperience designing, developing, maintaining and implementing BI driven dashboards & analyticsKnowledge of database applications (SQL, Oracle, Access, etc.)knowledge of Power Automate, Power Apps, and FabricStrong time management, critical thinking, problem solving, and judgement skillsKnowledge of SQL, M Language, DAX, and VBA, a plusAccounting or Finance knowledge, a plusYardi and UKG experience, a plus","https://www.linkedin.com/jobs/view/business-analyst-at-sonida-senior-living-4393471463?position=41&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=Zdqr%2Fw%2FsGIL3f9GRM14qqQ%3D%3D","LinkedIn"
"BI Developer Intern - Onsite in Dallas, TX","Conifer Health Solutions","Dallas, TX","N/A","N/A","Job SummaryAbout Us:If you are looking for a valuable opportunity in the healthcare industry, Tenet Health has an internship for you! Tenet Health is comprised of 50 hospitals, approximately 640 outpatient centers and additional sites of care. We are differentiated by our top-notch medical specialists and service lines that are tailored within each community we serve.We are a community built on CARE. Our caregivers and supporting staff extend compassion to those in need, helping to improve the health and well-being of those we serve, and provide comfort and healing.We are looking for a BI Developer Intern to support our team in Data and Analytics Team. This will give you the opportunity to gain valuable experience while you integrate knowledge and theory learned in the classroom with practical application and develop your skills in a professional setting.Program OverviewFull-Time, Paid InternshipOnsite in Dallas, TXFebruary 17, 2026 - July 31, 2026BenefitsOpportunity for mentorship and professional development.Exposure to real-world Business Intelligence projects and challenges.Networking opportunities with experienced professionals.Completion of capstone project directly related to area of study.Potential for future full-time employment.ResponsibilitiesDesign, develop, and maintain BI solutions – including reports, dashboards, and metrics using Power BI, MS Fabric, Power Automate, Google BigQuery, SQL, and other enterprise reporting tools.Ensure data quality, security, and integrity – apply best practices in data analysis, test design, validation, documentation, and proactive quality measures.Analyze and optimize complex data systems – document data elements, flows, relationships, dependencies, and perform root cause analysis to identify improvement opportunities.Stay current with BI trends and innovations – proactively explore and adopt emerging tools and practices.Work with data and analytics experts to strive for greater functionality in our data systemsWeekly check ins with Manager on performance & objectives.Willingness to promote academic, career and personal development.Opportunity to provide and receive feedback.Utilize problem solving skills.Assists in special projects, as needed.QualificationsExperience in Power BI/ MS Fabric/MicroStrategyProficient with relational databases and SQLProficient with at least one scripting language (e.g., Python)Pursuing a degree in Computer Science, Software Engineering, Information Systems, or a related field (or equivalent experience as a junior BI developer), with a passion for analytics and data.Excellent critical thinking/problem solving skills.Ability to maintain high standards of confidentiality.Exhibits exceptional verbal, written and interactive communication skills.Demonstrates effective research tactics, good organizational skills.Ability to convey a positive and professional image to internal and external customers.Commits to continuous learning; being self‐motivated and self‐directed.Ability to work independently with sense of urgency to task completion.Ability to adapt to a fast paced continually changing business and work environment while managing multiple priorities.Strong attention to detail.Employment practices will not be influenced or affected by an applicant’s or employee’s race, color, religion, sex (including pregnancy), national origin, age, disability, genetic information, sexual orientation, gender identity or expression, veteran status or any other legally protected status. Tenet will make reasonable accommodations for qualified individuals with disabilities unless doing so would result in an undue hardship.Tenet participates in the E-Verify program. Follow the link below for additional information.E-Verify: http://www.uscis.gov/e-verifyThe employment practices of Tenet Healthcare and its companies comply with all applicable laws and regulations.2503036991Employment practices will not be influenced or affected by an applicant’s or employee’s race, color, religion, sex (including pregnancy), national origin, age, disability, genetic information, sexual orientation, gender identity or expression, veteran status or any other legally protected status. Tenet will make reasonable accommodations for qualified individuals with disabilities unless doing so would result in an undue hardship.,Experience in Power BI/ MS Fabric/MicroStrategyProficient with relational databases and SQLProficient with at least one scripting language (e.g., Python)Pursuing a degree in Computer Science, Software Engineering, Information Systems, or a related field (or equivalent experience as a junior BI developer), with a passion for analytics and data.Excellent critical thinking/problem solving skills.Ability to maintain high standards of confidentiality.Exhibits exceptional verbal, written and interactive communication skills.Demonstrates effective research tactics, good organizational skills.Ability to convey a positive and professional image to internal and external customers.Commits to continuous learning; being self‐motivated and self‐directed.Ability to work independently with sense of urgency to task completion.Ability to adapt to a fast paced continually changing business and work environment while managing multiple priorities.Strong attention to detail.,Design, develop, and maintain BI solutions – including reports, dashboards, and metrics using Power BI, MS Fabric, Power Automate, Google BigQuery, SQL, and other enterprise reporting tools.Ensure data quality, security, and integrity – apply best practices in data analysis, test design, validation, documentation, and proactive quality measures.Analyze and optimize complex data systems – document data elements, flows, relationships, dependencies, and perform root cause analysis to identify improvement opportunities.Stay current with BI trends and innovations – proactively explore and adopt emerging tools and practices.Work with data and analytics experts to strive for greater functionality in our data systemsWeekly check ins with Manager on performance & objectives.Willingness to promote academic, career and personal development.Opportunity to provide and receive feedback.Utilize problem solving skills.Assists in special projects, as needed.","https://www.linkedin.com/jobs/view/bi-developer-intern-onsite-in-dallas-tx-at-conifer-health-solutions-4388594687?position=42&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=aAg5VznPR8N3QXOqFM7hng%3D%3D","LinkedIn"
"Business Analyst","Motion Recruitment","Dallas, TX","$46.53/hr - $52.43/hr","N/A","Outstanding long-term contract opportunity! A well-known Financial Services Company is looking for a Business Analyst in Dallas, TX or Charlotte, NC (Hybrid).Work with the brightest minds at one of the largest financial institutions in the world. This is a long-term contract opportunity that includes a competitive benefit package! Our client has been around for over 150 years and is continuously innovating in today's digital age. If you want to work for a company that is not only a household name, but also truly cares about satisfying customers' financial needs and helping people succeed financially, apply today.Contract Duration: 6 Months with extensions/conversionBusiness Analyst for 1-2 Scrum teams working with Product Owners and Developers for application support.Daily calls, ceremonies and stand ups going over what the business needs.Review and refine stories and Jira and being the bridge between business and technology.Potential to do presentations for the team and senior leadership.Review back logs and sprints, facilitating these calls.Work with UAT testing and assisting in writing test scripts.Participate in a variety of assigned and ongoing business operations to ensure success in meeting business goals and objectives.Identify opportunities for process improvement by conducting root cause testing of all compliance and business metrics.Determine areas of strength or Business Execution opportunity within defined scope of work.Review and research strategies and action plans to establish effective processes while meeting performance metrics and policy expectations.Utilize independent judgment to guide moderate risk deliverables.Present recommendations to develop, implement, and monitor strategic approaches, effectiveness of support function, and business performance improvement opportunities for managing risks of the business.Exercise independent judgment and provide guidance in diverse support functions and operations for a single business group within a line of business.Collaborate and consult with leaders and executive management.Provide work direction to less experienced Strategy and Execution staff.Qualifications:Jira and writing User Stories.Product Agile background is needed.Business Analyst in support of multiple scum teams.Strong communication.Writing User Stories.Demonstrate knowledge of Agile, and how to support a Scrum Team.Building relationships and ability to deal with change and adapt.Strong communication styles will demonstrate the people skills the team needs.Enterprise environment background.Not a requirement for banking experience but the product mindset is needed as foundation.2+ years of Business Operations or Leadership experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, or education.","https://www.linkedin.com/jobs/view/business-analyst-at-motion-recruitment-4401346262?position=43&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=1ZCfvFuVaL%2BWNxcojR0TFQ%3D%3D","LinkedIn"
"QuickBase & Power BI Developer","Akkodis Group Nordics","Plano, TX","N/A","N/A","Akkodis is seeking anQuickBase & Power BI Developerfor aContractwith a client inPlano, TX(Hybrid).You will build end‑to‑end solutions, from modeling data to integrating external systems, ensuring high‑quality analytics and smooth user experiences.Rate Range:$50/hour to $53/hour; The rate may be negotiable based on experience, education, geographic location, and other factors.QuickBase & Power BI Developer Job Responsibilities IncludeDesign, develop, and enhance Quickbase applications including tables, forms, reports, dashboards, and user roles.Build and maintain Power BI dashboards and reports using strong data modeling, DAX, and visualization skills.Integrate Quickbase and Power BI solutions with external systems such as APIs, Excel files, and databases.Collaborate with business users and analysts to gather requirements and deliver effective technical solutions.Ensure data accuracy, performance optimization, and adherence to best practices across all reporting assets.Provide ongoing production support, troubleshooting, documentation, and enhancements for deployed solutions.Required QualificationsBachelor’s degree in computer science, Information Systems, Engineering, or a related field.3–5 years of experience developing Quickbase applications and Power BI dashboards.Strong proficiency in Power BI, including data modeling, DAX, and visualization best practices.Proven expertise in Quickbase development, integrations, and workflow automation.If you are interested in this role, then please click APPLY NOW. For other opportunities available at Akkodis, or any questions, feel free to contact me atDeep.Kumar@akkodisgroup.com.Pay Details:$50.00 to $53.00 per hourBenefit offerings available for our associates include medical, dental, vision, life insurance, short-term disability, additional voluntary benefits, EAP program, commuter benefits and a 401K plan. Our benefit offerings provide employees the flexibility to choose the type of coverage that meets their individual needs. In addition, our associates may be eligible for paid leave including Paid Sick Leave or any other paid leave required by Federal, State, or local law, as well as Holiday pay where applicable.Equal Opportunity Employer/Veterans/DisabledMilitary connected talent encouraged to applyTo read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.akkodis.com/en/us/candidate-privacy-policyRequirementsThe Company will consider qualified applicants with arrest and conviction records in accordance with federal, state, and local laws and/or security clearance requirements, including, as applicable:The California Fair Chance ActLos Angeles City Fair Chance OrdinanceLos Angeles County Fair Chance Ordinance for EmployersSan Francisco Fair Chance OrdinanceMassachusetts Candidates Only:It is unlawful in Massachusetts to require or administer a lie detector test as a condition of employment or continued employment. An employer who violates this law shall be subject to criminal penalties and civil liability.","https://www.linkedin.com/jobs/view/quickbase-power-bi-developer-at-akkodis-group-nordics-4387811910?position=44&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=8HCyshfUoUDVFx%2BAOm1G0w%3D%3D","LinkedIn"
"Business Analyst","2020 Companies","Dallas, TX","N/A","N/A","Job TypeRegularWork Location:Remote - TX - DallasOverviewPartner cross-functionally with line of business and corporate department managers to identify process and data improvement opportunities. Lead requirements-gathering effort to support leaders in developing their respective business cases. Develop project and resource requirement plans for management approval. Document, communicate, and mitigate risks to project success, and serve as effective cross-functional interface between all departments, both internal and external. Monitor and ensure adherence to project scope, delivery schedules, and budgets.Work AuthorizationApplicants must be authorized to work in the United States full-time without current or future visa sponsorship.Salary Compensation$80,000Job DescriptionAnalyze business issues and data challenges of internal and external client organizations in a retail environmentPartner with key users to identify and scope process improvement opportunitiesOffer system training and report-writing services to ensure maximum utilization of existing toolsReview and edit user requirements, specifications, business processes flows and recommend relevant solutionsDevelop functional specifications and system design specifications to drive development and testingFormalize business case development, project planning, and presentations to management for approvalEnsure issues are identified, tracked, reported on and resolved in a timely mannerWork with client personnel to identify required changesCommunicate needed changes to development teamGather input from supervisor and appropriately and accurately apply comments/feedbackAdvise stakeholders and management of progress, risk indicators, and mitigation effortsPerform all other duties as assignedPerformance MeasurementsCompletion of projects, change requests, and reports by promised dateAdherence to financial budgets of projects and outside servicesDelivery and acceptance of requested functional capabilitiesQualificationsBachelor degree in relevant programs required; business, analytics, economics, etc.Minimum of 3 years’ experience gathering and analyzing business requirements driving IT solutionsRetail execution or merchandising experience a plus!Experience documenting user requirements, functional specifications, flow charts, and use casesStrong analytical, problem-solving, planning and organizational skillsStrong verbal, written, and presentation skillsProficiency using Visio, Excel (for data analysis), Word, and PowerPoint are requiredWhat You Can Expect From 2020 CompaniesWe welcome every voice, and we are committed to building a truly inclusive environment where your differences are not just welcomed, they are celebrated. We are always identifying opportunities to encourage our team to be their authentic selves, while working to provide a best-in-class experience for our employees. Whether that’s paid holidays, long-term career pathing options, personal development opportunities or professional stretch assignments, you can expect 2020 Companies to support you.2020’s CommitmentWe are committed to creating a diverse and inclusive organization and are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other dimensions of identity.","https://www.linkedin.com/jobs/view/business-analyst-at-2020-companies-4392484606?position=45&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=SwpSzc8mucIJxjKpb9i0Tw%3D%3D","LinkedIn"
"Oracle Business Intelligence Analyst","Overhead Door Corporation","Lewisville, TX","N/A","N/A","Job DescriptionThis position is responsible for gathering and analyzing business reporting requirements and converting them into effective BI solutions. The ideal candidate will have strong hands-on experience across the Oracle BI stack— OAS, ODI, OBIA/BIAPPS, OBIEE, and BI Publisher—along with domain knowledge in Manufacturing and Supply Chain. This role requires close collaboration with business users to define KPIs, metrics, and reporting needs and deliver high-quality BI analytics.ResponsibilitiesCollaborate with business stakeholders across different business functions such as manufacturing and supply chain to collect and document reporting and analytics requirements.Develop BI reports and dashboards using Oracle BI tools (OAS, ODI, BIAPPS, OBIEE, BI Publisher, Oracle Data Visualization, etc.) based on defined requirements.Work with ODI to support data extraction, transformation, load processes, troubleshoot data flow issues, and enhance BIAPPS/OBIA data modelsAct as a liaison between business users and technical teams to develop dashboards, data visualizations, analytics, and other BI-related solutions.Work on customer support tickets and requests. Provide reporting support, assist project, development, security, and operations teams as required. identify opportunities for enhancement based on evolving business needs.Participate in user acceptance testing (UAT) and validate BI solutions against business requirements.Maintain clear documentation of requirements, design specifications, and reporting logic for future reference and audit purposes.Qualifications10+ years of experience as a Business Intelligence Analyst in IT or BI environments.Experience gathering and documenting reporting requirements and converting them into BI solutions.Hands-on experience with Oracle BI tools (OAS, ODI, BIAPPS, OBIEE, BI Publisher) including report and dashboard development.Exposure to Oracle eBusiness Suite (EBS) modules such as Inventory, Purchasing, and Order Management is a plus.Experience in Manufacturing and Supply Chain domains.Proficient in writing SQL queriesBachelor’s degree in information technology, business or equivalent.Strong communication and interpersonal skills.Ability to work independently and collaboratively in a fast-paced environment with attention to detail.Education RequirementsBachelor’s degree in information technology, business or equivalentSpecial Requirements:Communications –Excellent written and oral English communication skills a good listener with a team player attitude, problem solving, negotiation, issue management, and mediation, and have good technical documentation skills are essential for this position.Overall –Ability to work in fast paced environment being self-motivated, pleasantly aggressive and assertive, realistically ambitious with high personal ethics. Develop a professional relationship with co-workers and end-users with a positive influence. Have the discipline to follow established methodology while seeking ways to improve the process.DISCLAIMERAll the above duties and responsibilities are essential job functions subject to reasonable accommodation. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. Employees may be required to perform any other job-related instructions as requested by their supervisor, subject to reasonable accommodation. This document does not create an employment contract, implied or otherwise, other than an “at will” employment relationship.","https://www.linkedin.com/jobs/view/oracle-business-intelligence-analyst-at-overhead-door-corporation-4366540814?position=46&pageNum=0&refId=ZUTcT1IOXf88gslIAklwMQ%3D%3D&trackingId=LUbqr7MP%2BMoV3nTfFAkXVw%3D%3D","LinkedIn"
